user_id,job_id,node_id,suitability_label,suitability_score
10ca3911-2ec4-4980-a8d3-709520bf9bed,0ea1c559-8283-4d20-aa5c-16ca5dfdb7f4,china,0,0.44692059968662295
4bd057d7-cb4e-41f9-ad2b-27dd11f596ef,840f30af-5d7b-4ca0-b5f5-4880a3506379,china,1,0.7906308591237919
be654b8b-4622-4d32-a6ee-c0c653437e8b,7ea7c4f2-5395-4564-9397-2e35f90877b5,china,1,0.6222549888206821
5256a228-b89e-4747-9e60-4e0d80c89fd5,e249b527-dada-4ab8-aeb7-0047189225a5,china,1,0.5701295192946682
24029554-17ed-47d3-83e9-a78f03325fca,e6eabbed-86f2-42f3-a214-6454908f1e3b,china,0,0.4794431125461118
15955510-812c-4381-b62c-a759b3a1998a,a7c81fb0-20f6-40ec-bcd5-6fcb0630d2cd,china,1,0.7552233433611135
ee30d54d-234a-4db5-a000-6aea9a20f545,e249b527-dada-4ab8-aeb7-0047189225a5,china,1,0.7154679798185297
aab85b9b-159a-4e9c-97df-c804b648f7f8,11d1c4fe-c0e0-4d14-a125-0006a6e01a04,china,1,0.5410933598332555
e50d2188-f3a1-4dbc-9863-27a4bce8b5a8,17e53f3f-1b3c-49e5-91cb-07f63aff20ef,china,1,0.523331236682878
aa7e9bb0-eaf0-453e-88a6-1b3854da1da9,92e63a36-6f17-4d55-9172-c263d27cd679,china,1,0.6369145852770407
d7d1f8cd-1095-4556-af6b-14c447531382,e6eabbed-86f2-42f3-a214-6454908f1e3b,china,0,0.3745006459240711
fcf57f76-f493-434c-8ca4-f7b2ceacd046,6c10c6fa-936d-4c33-92e0-30e6be763676,china,1,0.7020167973502186
fc62f2f6-39a8-40aa-8ff8-47d2d244d092,fa8e0286-86ec-4d75-8cfa-b9e4491bc7cb,china,1,0.5884520428816419
255502e5-4e34-4901-8056-e96c223a3b3c,e34d149a-8174-458f-8976-d50c07fc4373,china,0,0.4434377646377514
a30e8f1f-4759-44c1-996a-c08c225a2e4f,d47c8e92-56be-468d-8472-839275160b48,china,1,0.5484926808599822
7b64b3e8-2f65-4bd2-a3c1-c9e73b3766dd,840f30af-5d7b-4ca0-b5f5-4880a3506379,china,1,0.701895972142657
