user_id,job_id,node_id,suitability_label,suitability_score
d0022adc-24b4-4c57-ab07-440326f3cf40,03e81df2-1238-4bb8-b715-4490d2e4f1e6,united_states,1,0.5761243773085405
22098e21-d3ae-4457-8cba-49b73a10d720,3e40b954-fadd-4495-959e-d3400580eb43,united_states,1,0.5368550404491876
11d60c5d-5bba-4c0e-b622-088b7d0d66e9,fe4548c2-c456-4e22-b42d-6475600318b2,united_states,1,0.6204773287708928
393e15b2-3578-4420-89e9-9823862e9398,76bac137-bd5d-4e9f-bd04-987c4839a6a1,united_states,0,0.3897562531408609
b1382ae9-2a6a-48c8-8493-c46e345b6cad,6a241371-3a9e-498e-b2f9-b0f4f4f36133,united_states,0,0.4988220716325672
874db178-6611-45e8-bce6-8a9099cb23f4,b2edcc57-fb6f-4322-aeb8-ce10feab5ee0,united_states,0,0.41990655221293294
9eb9f36c-63b7-4d2e-8cf1-c36fb5398216,19b9f8b9-4626-4d4f-8c27-cea17ff103d2,united_states,1,0.5312861575232901
82385dd2-f52c-4568-9e95-1a04028effad,8f1234ab-f929-4f83-b4e1-edabb5f30e15,united_states,1,0.6609630627397071
52986aeb-da93-4a16-b159-abef5c083f42,ebac7286-3003-430d-bc12-d0dffd4dcde3,united_states,1,0.5710608975432183
9c85dc2a-d08d-4281-bc06-fdd16ae468b0,29406185-1b1b-4522-b499-405df4d5cabb,united_states,1,0.5955836153302495
aaaef803-64ea-4580-95e4-d5ff7dd721bf,c9d669bc-9f6f-4ff2-94d9-0cf1f351475f,united_states,0,0.4466011133776519
8847eb56-be4f-46f9-94f6-ce602c316462,06d46c46-fd77-4f81-a1f0-824c0000d529,united_states,1,0.7113696446818897
3b965a88-d38b-40fd-aac6-fa15cc4f2c7b,9d853532-7303-4bb8-8d89-3f012b01056d,united_states,0,0.354424630309564
135ae6bd-bb3c-4b3a-90af-e3eb664bf8b1,d6ab2830-1638-473d-9f6c-944cafe0acf9,united_states,0,0.48782359159296507
cf59aa51-3523-4c63-adcd-9758858aa769,0fd82fe8-51bb-49e7-ba76-b2a76b352bad,united_states,1,0.5083850485330956
9e624d0a-3b53-41b4-a6da-7f1ede226c07,50536895-5ba3-4e30-84c6-07e959bfc70e,united_states,1,0.5737350269024264
caeaf79b-c8d7-478b-8137-97b7b1f979c3,24c030e4-5ac1-46a2-9a26-0024c4d87dd5,united_states,0,0.4079279619218646
4d31a264-4d47-4b02-9c87-5d0e2bd381cc,3127f8d2-4e38-466d-a06e-a7ba96b059eb,united_states,1,0.6815863201130834
c3cd063d-033b-4442-b606-c0a238d66664,cee60d05-1e31-481d-ab5a-e53c9719a29a,united_states,1,0.5760528678244623
ff20fb7d-e577-41eb-a5a5-b761bdbeac55,38847cd0-5657-4152-a3ae-6defc7115157,united_states,0,0.320930087833896
cb69012f-74cd-47d2-89ef-86f8a4e834b5,6e7b9a54-8b7c-400a-b0bf-aaaf4b71fd32,united_states,1,0.691568965690285
82102217-e17f-4a00-bae2-d6c8bcc892fe,c37a04a6-f4b3-4ecf-acd4-6664c66353a4,united_states,1,0.6440195547151588
cf5bea43-d4c3-4bac-bfe8-ad90a507d8ec,e5b8211b-0b7f-41c5-9af2-805900fc849c,united_states,1,0.5172855538632725
72a17cbc-9d02-4ed3-8981-5aa9d6da5b8a,0fd82fe8-51bb-49e7-ba76-b2a76b352bad,united_states,0,0.482820183562805
15150613-5fd4-4348-a5cd-03cc34f94525,001ab160-4f13-4082-a332-9e72f04bf6d1,united_states,0,0.45477060509704004
